geo_id,sale_date,acutal_sale_price,sale_value,essence,sale_percentage,city,construction_year,square_meters,n_rooms,se
006496-0100-074-00,03/10/2019,"3,039,872","3,039,872",building apartment,1,kiryat ono,2019,118,5,1.816773017
006496-0100-075-00,03/04/2019,"2,575,000","2,575,000",building apartment,1,kiryat ono,2019,109,4,1.802744303
006496-0100-075-00,13/08/2019,"4,750,000","4,750,000",building apartment,1,kiryat ono,2019,180,6,4.010259141
006496-0100-077-00,01/01/2019,"4,301,653","4,301,653",building apartment,1,kiryat ono,2019,162,5,9.821866891
006496-0100-078-00,10/10/2019,"3,056,722","3,056,722",building apartment,1,kiryat ono,2019,118,5,2.633064772
006496-0100-080-00,30/01/2020,"3,053,722","3,053,722",building apartment,1,kiryat ono,2019,118,5,6.570668671
006496-0100-081-00,22/07/2019,"4,850,000","4,850,000",building apartment,1,kiryat ono,2019,180,6,4.840657327
006496-0100-086-00,03/04/2019,"4,800,000","4,800,000",building apartment,1,kiryat ono,2019,180,6,8.779011531
006496-0100-088-00,01/09/2019,"4,544,000","4,544,000",building apartment,1,kiryat ono,2019,162,5,1.790195839
006496-0100-092-00,03/11/2019,"4,650,000","4,650,000",building apartment,1,kiryat ono,2019,180,6,7.598320123
006496-0100-101-00,19/06/2018,"1,702,803","1,702,803",building apartment,1,kiryat ono,2019,77,3,4.245211595
006496-0100-374-07,17/06/2018,"1,702,803","1,702,803",building apartment,1,kiryat ono,2019,75,3,3.920866065
006496-0196-006-00,06/03/2019,"1,600,000","1,600,000",building apartment,1,kiryat ono,1973,83,3,3.579977055
006496-0196-014-00,24/05/2017,"1,277,500","1,277,500",building apartment,0.7,kiryat ono,1970,100,4,2.826560869
006496-0208-000-00,24/03/2019,"3,000,000","3,000,000",building apartment,1,kiryat ono,2022,133,5,6.048137746
006496-0208-021-00,22/02/2019,"3,000,000","3,000,000",building apartment,1,kiryat ono,2022,133,5,0.031119504
006496-0208-022-00,15/01/2020,"2,925,000","2,925,000",building apartment,1,kiryat ono,2022,133,5,0.311478791
006496-0208-024-00,01/01/2020,"3,000,000","3,000,000",building apartment,1,kiryat ono,2022,134,5,5.562650112
006496-0208-028-00,10/04/2019,"3,000,000","3,000,000",building apartment,1,kiryat ono,2022,134,5,0.566683078
006496-0208-029-00,18/03/2019,"4,250,000","4,250,000",building apartment,1,kiryat ono,2022,160,6,4.241909289
006496-0210-008-00,01/08/2018,"2,000,000","2,000,000",building apartment,1,kiryat ono,1970,108,4,3.066139783
006496-0211-005-00,16/12/2018,"1,825,000","1,825,000",building apartment,1,kiryat ono,1970,108,4,2.061866631
006496-0211-010-00,29/08/2017,"1,860,000","1,860,000",building apartment,1,kiryat ono,1970,90,4,1.658770149
006496-0211-014-00,05/05/2019,"1,880,000","1,880,000",building apartment,1,kiryat ono,1970,108,5,2.014759481
006496-0211-020-00,08/04/2019,"2,060,000","2,060,000",building apartment,1,kiryat ono,1970,108,4,2.723801869
006496-0273-001-00,29/05/2019,"2,650,000","2,650,000",building apartment,1,kiryat ono,1950,104,4,4.812283651
006496-0278-000-00,16/02/2019,"1,815,000","1,815,000",building apartment,1,kiryat ono,2013,82,3,0.622621881
006496-0278-000-00,07/05/2019,"1,875,000","1,875,000",building apartment,1,kiryat ono,2014,93,3,2.584665259
006496-0278-034-00,14/12/2018,"2,100,000","2,100,000",building apartment,1,kiryat ono,2014,133,5,3.29993862
006496-0278-036-00,10/11/2019,"2,110,000","2,110,000",building apartment,1,kiryat ono,2012,103,4.5,5.440359574
006496-0278-044-00,31/12/2019,"2,090,000","2,090,000",building apartment,1,kiryat ono,2014,103,4,2.190343716
006496-0278-228-00,29/05/2019,"2,050,000","2,050,000",building apartment,1,kiryat ono,2014,103,4,0.956928999
006496-0281-001-00,01/09/2019,"948,064","948,064",building apartment,0.428,kiryat ono,0,100,0,1.211507345
006496-0283-001-00,01/09/2019,"2,763,950","2,763,950",building apartment,1,kiryat ono,2021,100,5,4.521322859
006496-0368-053-00,04/10/2018,"190,000","190,000",building apartment,0.142,kiryat ono,1970,70,3,0.31018233
006496-0368-053-00,12/12/2018,"264,286","264,286",building apartment,0.142,kiryat ono,1960,65,3,0.536659346
006496-0370-001-00,30/01/2020,"2,050,000","2,050,000",building apartment,1,kiryat ono,1970,84,4,3.208281626
006496-0370-008-00,20/11/2019,"1,920,000","1,920,000",building apartment,1,kiryat ono,1960,84,4,0.928262125
006496-0370-015-00,22/04/2018,"1,925,000","1,925,000",building apartment,1,kiryat ono,1970,61,4,4.848689802
006496-0371-004-00,19/03/2019,"283,333","283,333",building apartment,0.166,kiryat ono,1960,64,3,0.689203682
006496-0371-059-00,01/07/2019,"1,670,000","1,670,000",building apartment,1,kiryat ono,1970,70,3,0.713520543
006496-0375-066-00,28/02/2018,"1,612,000","1,612,000",building apartment,1,kiryat ono,1970,82,4,2.30649148
006496-0375-077-00,10/04/2018,"2,000,000","2,000,000",building apartment,1,kiryat ono,1970,78,3,2.309678883
006496-0375-126-00,08/01/2018,"508,333","508,333",building apartment,0.333,kiryat ono,1980,82,4,1.037894499
006496-0382-018-00,09/08/2017,"1,480,000","1,480,000",building apartment,1,kiryat ono,1960,55,2.5,1.187371686
006496-0383-003-00,23/05/2019,"1,850,000","1,850,000",building apartment,1,kiryat ono,1970,72,3,3.55036165
006496-0383-010-00,11/07/2018,"1,745,000","1,745,000",building apartment,1,kiryat ono,1960,72,3,2.500358571
006496-0383-030-00,31/01/2020,"2,555,000","2,555,000",building apartment,1,kiryat ono,2020,118,5,0.962023193
006496-0383-034-00,06/02/2019,"1,800,000","1,800,000",building apartment,1,kiryat ono,1960,72,3,0.168493447
006496-0383-065-00,26/01/2020,"2,320,000","2,320,000",building apartment,1,kiryat ono,2020,110,4,1.222731106
006496-0383-117-00,22/01/2020,"3,700,000","3,700,000",building apartment,1,kiryat ono,2020,150,5,6.196297474
006496-1000-032-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,0.353282833
006496-1000-033-00,21/05/2018,"2,430,000","2,430,000",building apartment,1,kiryat ono,2019,110,4,2.920619388
006496-1000-034-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,1.328704268
006496-1000-035-00,21/05/2018,"2,570,000","2,570,000",building apartment,1,kiryat ono,2019,118,5,1.17558106
006496-1000-036-00,21/05/2018,"2,380,000","2,380,000",building apartment,1,kiryat ono,2019,110,4,3.03725382
006496-1000-037-00,21/05/2018,"2,380,000","2,380,000",building apartment,1,kiryat ono,2019,110,4,2.001693788
006496-1000-038-00,21/05/2018,"2,640,000","2,640,000",building apartment,1,kiryat ono,2019,118,5,1.354415304
006496-1000-040-00,21/05/2018,"2,640,000","2,640,000",building apartment,1,kiryat ono,2019,118,5,3.889330353
006496-1000-041-00,21/05/2018,"2,590,000","2,590,000",building apartment,1,kiryat ono,2019,118,5,5.335242173
006496-1000-044-00,21/05/2018,"2,660,000","2,660,000",building apartment,1,kiryat ono,2019,118,5,3.564829813
006496-1000-045-00,21/05/2018,"2,470,000","2,470,000",building apartment,1,kiryat ono,2019,110,4,3.033129546
006496-1000-046-00,21/05/2018,"2,660,000","2,660,000",building apartment,1,kiryat ono,2019,118,5,5.186931614
006496-1000-047-00,21/05/2018,"2,610,000","2,610,000",building apartment,1,kiryat ono,2019,118,5,0.173980568
006496-1000-048-00,21/05/2018,"2,420,000","2,420,000",building apartment,1,kiryat ono,2019,110,4,2.793361236
006496-1000-050-00,21/05/2018,"2,680,000","2,680,000",building apartment,1,kiryat ono,2019,118,5,1.032061314
006496-1000-051-00,21/05/2018,"2,490,000","2,490,000",building apartment,1,kiryat ono,2019,110,4,5.938398223
006496-1000-053-00,21/05/2018,"2,630,000","2,630,000",building apartment,1,kiryat ono,2019,118,5,5.090179184
006496-1000-054-00,21/05/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2019,110,4,4.069352451
006496-1000-055-00,21/05/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2019,110,4,5.544597741
006496-1000-056-00,21/05/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,2019,118,5,0.719728449
006496-1000-058-00,21/05/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,2019,118,5,1.155837763
006496-1000-059-00,21/05/2018,"2,650,000","2,650,000",building apartment,1,kiryat ono,2019,118,5,0.358369423
006496-1000-063-00,21/05/2018,"2,530,000","2,530,000",building apartment,1,kiryat ono,2019,110,4,3.409066419
006496-1000-064-00,21/05/2018,"2,720,000","2,720,000",building apartment,1,kiryat ono,2019,118,5,4.549104517
006496-1000-067-00,21/05/2018,"2,670,000","2,670,000",building apartment,1,kiryat ono,2019,118,5,4.336615051
006496-1000-069-00,21/05/2018,"2,550,000","2,550,000",building apartment,1,kiryat ono,2019,110,4,5.190305187
006496-1001-025-00,20/06/2017,"2,076,000","2,076,000",building apartment,0.8,kiryat ono,2017,120,5,0.119909186
006496-1001-032-00,20/06/2017,"2,340,000","2,340,000",building apartment,1,kiryat ono,2017,120,5,3.666958187
006496-1001-038-00,20/06/2017,"2,370,000","2,370,000",building apartment,1,kiryat ono,2017,120,4,0.988543281
006496-1002-008-00,20/06/2017,"1,918,803","1,918,803",building apartment,1,kiryat ono,2017,75,3,0.036013141
006496-1002-037-00,20/06/2017,"2,655,000","2,655,000",building apartment,1,kiryat ono,2017,120,5,2.146531523
006496-1003-014-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,0.143103171
006496-1003-015-00,21/05/2018,"2,430,000","2,430,000",building apartment,1,kiryat ono,2019,110,4,2.610362391
006496-1003-016-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,4.119318414
006496-1003-018-00,21/05/2018,"2,380,000","2,380,000",building apartment,1,kiryat ono,2019,110,4,0.12788079
006496-1003-020-00,21/05/2018,"2,640,000","2,640,000",building apartment,1,kiryat ono,2019,118,5,1.304397977
006496-1003-021-00,21/05/2018,"2,450,000","2,450,000",building apartment,1,kiryat ono,2019,110,4,2.275725059
006496-1003-022-00,31/10/2018,"189,000","189,000",building apartment,1,kiryat ono,2021,120,5,0.44785103
006496-1003-024-00,21/05/2018,"2,400,000","2,400,000",building apartment,1,kiryat ono,2019,110,4,4.650373744
006496-1003-026-00,21/05/2018,"2,660,000","2,660,000",building apartment,1,kiryat ono,1960,118,5,0.922126497
006496-1003-027-00,21/05/2018,"2,470,000","2,470,000",building apartment,1,kiryat ono,2019,110,4,1.990651953
006496-1003-029-00,21/05/2018,"2,610,000","2,610,000",building apartment,1,kiryat ono,2019,118,5,1.228397122
006496-1003-030-00,21/05/2018,"2,420,000","2,420,000",building apartment,1,kiryat ono,2019,110,4,0.07165842
006496-1003-032-00,21/05/2018,"2,680,000","2,680,000",building apartment,1,kiryat ono,2019,118,5,1.179013551
006496-1003-033-00,21/05/2018,"2,490,000","2,490,000",building apartment,1,kiryat ono,2019,110,4,0.089321757
006496-1003-034-00,21/05/2018,"2,680,000","2,680,000",building apartment,1,kiryat ono,2019,118,5,2.658559736
006496-1003-036-00,21/05/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2019,110,4,0.678618774
006496-1003-038-00,21/05/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,1960,118,5,4.383289377
006496-1003-039-00,21/05/2018,"2,510,000","2,510,000",building apartment,1,kiryat ono,2019,110,4,6.285379349
006496-1003-041-00,21/05/2018,"2,650,000","2,650,000",building apartment,1,kiryat ono,2019,118,5,6.746950889
006496-1003-047-00,21/05/2018,"2,670,000","2,670,000",building apartment,1,kiryat ono,2019,118,5,0.020634741
006496-1003-049-00,21/05/2018,"2,480,000","2,480,000",building apartment,1,kiryat ono,2019,110,4,0.303104335
006496-1003-052-00,21/05/2018,"2,740,000","2,740,000",building apartment,1,kiryat ono,2019,118,5,1.723994266
006496-1003-053-00,21/05/2018,"2,690,000","2,690,000",building apartment,1,kiryat ono,2019,118,5,3.055503034
006496-1003-055-00,21/05/2018,"2,500,000","2,500,000",building apartment,1,kiryat ono,2019,110,4,3.994426717
006496-1003-059-00,21/05/2018,"2,710,000","2,710,000",building apartment,1,kiryat ono,2019,118,5,4.264252626
006496-1003-061-00,21/05/2018,"60,000","60,000",building apartment,1,kiryat ono,2018,125,4,0.089156717
006496-1003-062-00,21/05/2018,"2,780,000","2,780,000",building apartment,1,kiryat ono,2019,118,5,1.122340183
006496-1003-067-00,21/05/2018,"2,540,000","2,540,000",building apartment,1,kiryat ono,2019,110,1,3.774457411
006496-1003-068-00,21/05/2018,"190,000","190,000",building apartment,1,kiryat ono,2021,15,5,0.302487722
006496-1003-080-00,21/05/2018,"3,060,000","3,060,000",building apartment,1,kiryat ono,2019,118,5,2.799008976
006496-1003-083-00,21/05/2018,"3,010,000","3,010,000",building apartment,1,kiryat ono,2019,118,5,3.17419397
006496-1004-014-00,21/05/2018,"2,430,000","2,430,000",building apartment,1,kiryat ono,2019,110,4,2.656897922
006496-1004-021-00,21/05/2018,"2,450,000","2,450,000",building apartment,1,kiryat ono,2019,110,4,2.092018621
006496-1004-023-00,21/05/2018,"2,450,000","2,450,000",building apartment,1,kiryat ono,2019,110,4,4.800255192
006496-1004-025-00,21/05/2018,"2,400,000","2,400,000",building apartment,1,kiryat ono,2019,110,4,1.386128594
006496-1004-026-00,21/05/2018,"2,400,000","2,400,000",building apartment,1,kiryat ono,2019,110,4,5.202972424
006496-1004-027-00,21/05/2018,"2,470,000","2,470,000",building apartment,1,kiryat ono,2019,110,4,5.380499664
006496-1004-028-00,21/05/2018,"2,470,000","2,470,000",building apartment,1,kiryat ono,2019,110,4,0.133285571
006496-1004-029-00,21/05/2018,"2,470,000","2,470,000",building apartment,1,kiryat ono,1960,110,4,4.938318809
006496-1004-030-00,21/05/2018,"2,420,000","2,420,000",building apartment,1,kiryat ono,2019,110,4,3.362492704
006496-1004-032-00,21/05/2018,"2,420,000","2,420,000",building apartment,1,kiryat ono,2019,110,4,4.243587423
006496-1004-033-00,21/05/2018,"2,680,000","2,680,000",building apartment,1,kiryat ono,2019,118,5,1.037254221
006496-1004-034-00,21/05/2018,"2,490,000","2,490,000",building apartment,1,kiryat ono,2019,110,4,0.323429132
006496-1004-037-00,21/05/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2019,110,4,6.017869813
006496-1004-038-00,21/05/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2019,110,4,4.424642513
006496-1004-040-00,21/05/2018,"2,510,000","2,510,000",building apartment,1,kiryat ono,2019,110,4,3.10665391
006496-1004-041-00,21/05/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,2019,118,5,6.047408431
006496-1004-043-00,21/05/2018,"2,460,000","2,460,000",building apartment,1,kiryat ono,2019,110,4,4.704201309
006496-1004-044-00,21/05/2018,"2,460,000","2,460,000",building apartment,1,kiryat ono,2019,110,4,4.640936338
006496-1004-047-00,21/05/2018,"2,720,000","2,720,000",building apartment,1,kiryat ono,2019,118,5,3.520052423
006496-1004-049-00,21/05/2018,"2,480,000","2,480,000",building apartment,1,kiryat ono,2019,110,4,5.296923347
006496-1004-052-00,21/05/2018,"2,550,000","2,550,000",building apartment,1,kiryat ono,2019,110,4,6.23083328
006496-1004-055-00,21/05/2018,"2,500,000","2,500,000",building apartment,1,kiryat ono,2019,110,4,0.928847288
006496-1004-061-00,21/05/2018,"2,520,000","2,520,000",building apartment,1,kiryat ono,2019,110,4,6.30584136
006496-1004-066-00,21/05/2018,"2,730,000","2,730,000",building apartment,1,kiryat ono,2019,118,5,5.07579938
006496-1004-068-00,21/05/2018,"2,730,000","2,730,000",building apartment,1,kiryat ono,1960,118,5,1.5561405
006496-1005-009-00,21/05/2018,"1,692,000","1,692,000",building apartment,1,kiryat ono,2019,75,3,0.738848881
006496-1005-014-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,1.117550121
006496-1005-016-00,21/05/2018,"2,620,000","2,620,000",building apartment,1,kiryat ono,2019,118,5,6.466606941
006496-1005-019-00,21/05/2018,"1,692,000","1,692,000",building apartment,1,kiryat ono,2019,75,3,2.761794213
006496-1005-020-00,21/05/2018,"1,692,000","1,692,000",building apartment,1,kiryat ono,2019,110,3,1.645598003
006496-1005-020-00,21/05/2018,"2,610,000","2,610,000",building apartment,1,kiryat ono,2019,118,5,1.906522883
006496-1005-021-00,21/05/2018,"2,640,000","2,640,000",building apartment,1,kiryat ono,2019,118,5,1.46600709
006496-1005-023-00,21/05/2018,"2,640,000","2,640,000",building apartment,1,kiryat ono,2019,118,5,1.898626442
006496-1005-027-00,21/05/2018,"2,660,000","2,660,000",building apartment,1,kiryat ono,2019,118,5,6.713967609
006496-1005-030-00,21/05/2018,"2,610,000","2,610,000",building apartment,1,kiryat ono,2019,118,5,4.100745265
006496-1005-035-00,21/05/2018,"2,680,000","2,680,000",building apartment,1,kiryat ono,2019,118,5,5.76810644
006496-1005-039-00,21/05/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,2019,118,5,3.467354467
006496-1005-042-00,21/05/2018,"2,650,000","2,650,000",building apartment,1,kiryat ono,2019,118,5,2.228688128
006496-1005-044-00,21/05/2018,"2,650,000","2,650,000",building apartment,1,kiryat ono,2019,118,5,5.532478205
006496-1005-045-00,21/05/2018,"2,720,000","2,720,000",building apartment,1,kiryat ono,2019,118,5,5.405488794
006496-1005-047-00,21/05/2018,"2,720,000","2,720,000",building apartment,1,kiryat ono,2019,118,5,5.885476735
006496-1005-048-00,21/05/2018,"2,670,000","2,670,000",building apartment,1,kiryat ono,2019,118,5,6.323623439
006496-1005-050-00,21/05/2018,"2,670,000","2,670,000",building apartment,1,kiryat ono,2019,118,5,3.291291455
006496-1005-051-00,21/05/2018,"2,740,000","2,740,000",building apartment,1,kiryat ono,2019,118,5,4.634084892
006496-1005-054-00,21/05/2018,"2,690,000","2,690,000",building apartment,1,kiryat ono,2019,118,5,1.369492868
006496-1005-056-00,21/05/2018,"2,690,000","2,690,000",building apartment,1,kiryat ono,2019,118,5,4.95775666
006496-1005-057-00,21/05/2018,"2,760,000","2,760,000",building apartment,1,kiryat ono,2019,118,5,5.115718819
006496-1005-060-00,21/05/2018,"2,710,000","2,710,000",building apartment,1,kiryat ono,2019,118,5,3.526111941
006496-1005-062-00,21/05/2018,"2,710,000","2,710,000",building apartment,1,kiryat ono,2019,118,5,5.823796709
006496-1006-026-00,20/06/2017,"2,520,000","2,520,000",building apartment,1,kiryat ono,2017,120,5,4.936834651
006496-1006-043-00,20/06/2017,"2,315,000","2,315,000",building apartment,1,kiryat ono,2017,110,4,2.119827546
006496-1006-054-00,09/07/2017,"2,325,000","2,325,000",building apartment,1,kiryat ono,2017,110,4,4.204678891
006497-0195-004-00,15/03/2018,"1,290,000","1,290,000",building apartment,1,kiryat ono,1950,34,2,1.38631413
006497-0197-001-00,05/02/2018,"1,100,000","1,100,000",building apartment,1,kiryat ono,1960,47,2,1.155744643
006497-0197-012-00,05/12/2018,"185,000","185,000",building apartment,0.125,kiryat ono,1950,53,3,0.404936021
006497-0197-013-00,30/08/2017,"1,650,000","1,650,000",building apartment,1,kiryat ono,1950,65,3,1.175133989
006497-0197-019-00,07/04/2017,"1,665,000","1,665,000",building apartment,1,kiryat ono,1960,74,3,1.443692426
006497-0198-003-00,02/05/2019,"1,740,000","1,740,000",building apartment,1,kiryat ono,1960,65,3,3.996094334
006497-0199-015-00,18/02/2018,"880,000","880,000",building apartment,0.5,kiryat ono,1970,83,4,1.529812984
006497-0203-018-00,25/09/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,1960,65,3,4.006092076
006497-0213-006-00,23/07/2018,"875,000","875,000",building apartment,0.5,kiryat ono,1970,77,3,1.78262258
006497-0214-006-00,07/12/2017,"1,700,000","1,700,000",building apartment,1,kiryat ono,1960,70,3,1.429249308
006497-0237-007-00,02/12/2017,"1,890,000","1,890,000",building apartment,1,kiryat ono,1960,103,4,2.766701884
006497-0237-011-00,21/02/2020,"2,075,000","2,075,000",building apartment,1,kiryat ono,1984,103,4,0.17979501
006497-0237-020-00,06/09/2018,"925,000","925,000",building apartment,0.5,kiryat ono,1960,103,4,1.205274702
006497-0237-040-00,01/03/2019,"1,650,000","1,650,000",building apartment,1,kiryat ono,1970,74,3,0.263923839
006497-0237-044-00,27/02/2018,"344,000","344,000",building apartment,0.2,kiryat ono,1960,74,3,0.444084276
006497-0237-070-00,21/06/2018,"1,810,000","1,810,000",building apartment,1,kiryat ono,1981,74,3,1.955023521
006497-0237-079-00,24/05/2018,"2,025,000","2,025,000",building apartment,1,kiryat ono,1960,103,4,3.262081142
006497-0237-089-00,02/01/2020,"1,850,000","1,850,000",building apartment,1,kiryat ono,1970,75,3,3.376983972
006497-0243-011-00,03/10/2019,"1,950,000","1,950,000",building apartment,1,kiryat ono,1989,107,4,1.559742809
006497-0260-005-00,08/06/2017,"2,267,800","2,267,800",building apartment,1,kiryat ono,1993,91,4,1.973905637
006497-0261-020-00,07/07/2019,"2,290,000","2,290,000",building apartment,1,kiryat ono,2015,118,4,5.521829016
006497-0262-003-00,23/01/2020,"1,967,000","1,967,000",building apartment,1,kiryat ono,1970,90,4,1.952953026
006497-0262-004-00,22/08/2018,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,90,4,1.614496328
006497-0269-003-00,05/02/2018,"1,690,000","1,690,000",building apartment,1,kiryat ono,1980,75,3,0.284267011
006497-0269-011-00,31/07/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,1970,75,3,1.053047275
006497-0269-018-00,24/01/2018,"785,000","785,000",building apartment,0.5,kiryat ono,1970,70,4,0.778345292
006497-0269-027-00,18/01/2018,"1,600,000","1,600,000",building apartment,1,kiryat ono,1970,65,3,0.475365401
006497-0270-004-00,14/08/2019,"1,750,000","1,750,000",building apartment,1,kiryat ono,1970,84,4,1.797098252
006497-0270-025-00,24/01/2019,"1,715,000","1,715,000",building apartment,1,kiryat ono,1970,75,3,1.03733026
006497-0270-029-00,14/08/2017,"1,600,000","1,600,000",building apartment,1,kiryat ono,1978,74,3,2.045624794
006497-0271-004-00,01/01/2019,"533,334","533,334",building apartment,0.333,kiryat ono,1970,80,3.5,0.328688343
006497-0271-019-00,26/09/2017,"775,000","775,000",building apartment,0.5,kiryat ono,1980,65,3,1.564883597
006497-0271-027-00,03/12/2018,"1,640,000","1,640,000",building apartment,1,kiryat ono,1970,74,3,0.920246887
006497-0288-000-00,09/07/2019,"1,216,667","1,216,667",building apartment,0.666,kiryat ono,2016,83,3,0.824277461
006497-0288-000-00,07/12/2017,"1,800,000","1,800,000",building apartment,1,kiryat ono,2017,84,3,1.674585355
006497-0288-000-00,09/01/2018,"2,280,000","2,280,000",building apartment,1,kiryat ono,2017,117,5,0.166920383
006497-0288-000-01,23/01/2019,"2,530,000","2,530,000",building apartment,1,kiryat ono,2019,134,6,0.214423484
006497-0288-012-00,08/06/2018,"1,850,000","1,850,000",building apartment,1,kiryat ono,1980,66,3,3.509536262
006497-0288-119-00,03/08/2017,"2,050,000","2,050,000",building apartment,1,kiryat ono,2017,125,5,1.40953265
006497-0288-119-00,04/10/2018,"2,600,000","2,600,000",building apartment,1,kiryat ono,2017,120,5,2.314425757
006497-0288-120-00,20/11/2017,"550,000","550,000",building apartment,0.333,kiryat ono,2017,83,3,0.685702631
006497-0288-121-00,20/11/2017,"550,000","550,000",building apartment,0.333,kiryat ono,2017,83,3,0.92004854
006497-0288-125-00,09/04/2017,"1,770,000","1,770,000",building apartment,1,kiryat ono,2017,83,3,2.807547734
006497-0288-127-00,16/05/2019,"3,040,000","3,040,000",building apartment,1,kiryat ono,2019,116,5,1.988724725
006497-0288-202-00,04/02/2019,"2,500,000","2,500,000",building apartment,1,kiryat ono,2019,127,5.5,3.872272603
006497-0288-221-00,11/01/2018,"1,809,000","1,809,000",building apartment,1,kiryat ono,2018,84,3,2.811070306
006497-0288-224-00,26/11/2017,"1,850,000","1,850,000",building apartment,1,kiryat ono,2017,83,3,4.437260164
006497-0288-226-00,21/11/2017,"2,290,000","2,290,000",building apartment,1,kiryat ono,2017,117,5,1.627121021
006497-0288-228-23,28/06/2018,"3,100,000","3,100,000",building apartment,1,kiryat ono,2017,115,5,0.111746548
006497-0293-009-00,30/01/2020,"1,680,000","1,680,000",building apartment,1,kiryat ono,1970,57,3,0.06048206
006497-0297-000-00,25/06/2018,"1,755,000","1,755,000",building apartment,1,kiryat ono,2015,75,3,3.374894581
006497-0297-009-00,24/01/2020,"815,000","815,000",building apartment,0.5,kiryat ono,1970,112,5,1.762365928
006497-0297-010-00,04/04/2018,"2,030,000","2,030,000",building apartment,1,kiryat ono,2015,98,4,5.107634788
006497-0297-015-15,10/05/2017,"1,900,000","1,900,000",building apartment,1,kiryat ono,2015,77,3,3.050135965
006497-0297-018-00,01/11/2017,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,88,4,3.282194676
006497-0297-018-00,01/11/2017,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,88,4,0.981835169
006497-0297-020-00,23/07/2018,"1,925,000","1,925,000",building apartment,1,kiryat ono,1970,77,6,1.126375778
006497-0297-024-00,04/06/2017,"1,095,222","1,095,222",building apartment,1,kiryat ono,0,0,0,2.721222246
006497-0297-101-00,14/05/2018,"1,980,568","1,980,568",building apartment,1,kiryat ono,2015,98,4,4.488440163
006497-0297-101-02,11/10/2018,"2,245,000","2,245,000",building apartment,1,kiryat ono,2015,101,5,5.317297726
006497-0297-101-10,20/09/2018,"2,245,000","2,245,000",building apartment,1,kiryat ono,2015,102,5,0.412903537
006497-0297-112-00,05/09/2017,"2,240,000","2,240,000",building apartment,1,kiryat ono,2015,125,5,4.654702918
006497-0297-113-01,07/02/2020,"2,990,000","2,990,000",building apartment,1,kiryat ono,2015,125,5,3.296882899
006497-0297-313-00,27/11/2018,"3,130,000","3,130,000",building apartment,1,kiryat ono,2015,126,5,1.09851277
006497-0297-810-00,25/04/2018,"1,970,000","1,970,000",building apartment,1,kiryat ono,2015,98,4,4.57491662
006497-0298-000-00,12/02/2020,"2,210,000","2,210,000",building apartment,1,kiryat ono,2020,104,5,2.029846025
006497-0298-002-00,08/03/2018,"850,000","850,000",building apartment,0.5,kiryat ono,1970,60,3,1.701902651
006497-0298-003-00,13/06/2017,"1,700,000","1,700,000",building apartment,1,kiryat ono,1984,65,3,0.315692171
006497-0306-002-00,23/05/2019,"1,950,000","1,950,000",building apartment,1,kiryat ono,1970,105,5,4.200979894
006497-0306-009-00,20/06/2018,"1,790,000","1,790,000",building apartment,1,kiryat ono,1970,99,4,0.538202603
006497-0306-072-00,28/01/2019,"2,755,850","2,755,850",building apartment,1,kiryat ono,2014,109,4,5.312341602
006497-0306-073-00,29/11/2017,"2,850,000","2,850,000",building apartment,1,kiryat ono,2014,115,5,2.446103306
006497-0306-074-00,07/12/2017,"3,175,850","3,175,850",building apartment,1,kiryat ono,2014,130,5,4.246497567
006497-0307-011-00,03/09/2019,"1,930,000","1,930,000",building apartment,1,kiryat ono,1970,42,4,2.793052908
006497-0307-014-00,02/09/2018,"2,000,000","2,000,000",building apartment,1,kiryat ono,1990,85,6,1.38305409
006497-0307-019-00,19/06/2019,"1,750,000","1,750,000",building apartment,1,kiryat ono,1970,42,4,1.324932526
006497-0307-051-00,15/01/2018,"2,205,850","2,205,850",building apartment,1,kiryat ono,2016,107,4,3.236387661
006497-0307-052-00,24/05/2017,"2,135,850","2,135,850",building apartment,1,kiryat ono,2016,101,4,3.178913236
006497-0307-053-00,15/11/2017,"2,155,850","2,155,850",building apartment,1,kiryat ono,2016,105,4,4.433192934
006497-0307-054-00,04/04/2017,"2,155,850","2,155,850",building apartment,1,kiryat ono,2016,104,4,0.090065809
